10-11-08:20:26.662;miner3;4;1;4d1b57…c33b0b
10-11-08:20:26.662;miner3;7;1;4d1b57…c33b0b
10-11-08:20:29.190;miner3;4;1;9c2008…0bbea8
10-11-08:20:29.190;miner3;7;1;9c2008…0bbea8
10-11-08:20:30.682;miner3;4;1;ba0794…5bfc7a
10-11-08:20:30.682;miner3;7;1;ba0794…5bfc7a
10-11-08:20:42.367;miner3;2;-1;4d1b57…c33b0b
10-11-08:20:42.367;miner3;3;1;4d1b57…c33b0b
10-11-08:20:42.367;miner3;3;1;4d1b57…c33b0b
10-11-08:20:42.588;miner3;2;-1;9c2008…0bbea8
10-11-08:20:42.588;miner3;3;1;9c2008…0bbea8
10-11-08:20:42.589;miner3;2;-1;ba0794…5bfc7a
10-11-08:20:42.589;miner3;3;1;ba0794…5bfc7a
10-11-08:20:42.589;miner3;3;1;9c2008…0bbea8
10-11-08:20:42.589;miner3;3;1;ba0794…5bfc7a
10-11-08:20:42.670;miner3;5;-1;4d1b57…c33b0b
10-11-08:20:42.670;miner3;6;1;4d1b57…c33b0b
10-11-08:20:42.671;miner3;6;1;4d1b57…c33b0b
10-11-08:20:42.671;miner3;6;1;4d1b57…c33b0b
10-11-08:20:42.671;miner3;6;1;4d1b57…c33b0b
10-11-08:20:43.098;miner3;4;1;ba0794…5bfc7a
10-11-08:20:43.098;miner3;7;1;ba0794…5bfc7a
10-11-08:20:43.152;miner3;2;-1;ba0794…5bfc7a
10-11-08:20:43.153;miner3;3;1;ba0794…5bfc7a
10-11-08:20:43.178;miner3;3;1;ba0794…5bfc7a
10-11-08:20:43.582;miner3;5;-1;ba0794…5bfc7a
10-11-08:20:43.583;miner3;6;1;ba0794…5bfc7a
10-11-08:20:45.166;miner3;4;1;9c2008…0bbea8
10-11-08:20:45.166;miner3;7;1;9c2008…0bbea8
10-11-08:20:45.247;miner3;2;-1;9c2008…0bbea8
10-11-08:20:45.248;miner3;3;1;9c2008…0bbea8
10-11-08:20:45.364;miner3;5;-1;9c2008…0bbea8
10-11-08:20:45.364;miner3;6;1;9c2008…0bbea8
10-11-08:20:45.390;miner3;6;1;9c2008…0bbea8
10-11-08:20:52.243;miner3;4;2;997924…03272a
10-11-08:20:52.244;miner3;7;2;997924…03272a
10-11-08:20:52.248;miner3;2;-1;997924…03272a
10-11-08:20:52.249;miner3;3;2;997924…03272a
10-11-08:20:52.458;miner3;3;2;997924…03272a
10-11-08:20:52.458;miner3;3;2;997924…03272a
10-11-08:20:52.788;miner3;5;-1;997924…03272a
10-11-08:20:52.788;miner3;6;2;997924…03272a
10-11-08:20:52.870;miner3;6;2;997924…03272a
10-11-08:20:52.870;miner3;6;2;997924…03272a
10-11-08:20:52.870;miner3;6;2;997924…03272a
10-11-08:20:59.494;miner3;4;3;04ee97…2d7ed7
10-11-08:20:59.494;miner3;7;3;04ee97…2d7ed7
10-11-08:20:59.559;miner3;2;-1;04ee97…2d7ed7
10-11-08:20:59.559;miner3;3;3;04ee97…2d7ed7
10-11-08:20:59.590;miner3;3;3;04ee97…2d7ed7
10-11-08:20:59.590;miner3;3;3;04ee97…2d7ed7
10-11-08:20:59.784;miner3;5;-1;04ee97…2d7ed7
10-11-08:20:59.784;miner3;6;3;04ee97…2d7ed7
10-11-08:20:59.802;miner3;4;3;04ee97…2d7ed7
10-11-08:20:59.850;miner3;6;3;04ee97…2d7ed7
10-11-08:20:59.850;miner3;6;3;04ee97…2d7ed7
10-11-08:20:59.851;miner3;6;3;04ee97…2d7ed7
10-11-08:20:59.851;miner3;6;3;04ee97…2d7ed7
10-11-08:20:59.851;miner3;6;3;04ee97…2d7ed7
10-11-08:20:59.852;miner3;6;3;04ee97…2d7ed7
10-11-08:21:02.672;miner3;4;4;4a865d…6e41c2
10-11-08:21:02.672;miner3;7;4;4a865d…6e41c2
10-11-08:21:02.760;miner3;2;-1;4a865d…6e41c2
10-11-08:21:02.775;miner3;3;4;4a865d…6e41c2
10-11-08:21:02.874;miner3;3;4;4a865d…6e41c2
10-11-08:21:02.879;miner3;5;-1;4a865d…6e41c2
10-11-08:21:02.879;miner3;6;4;4a865d…6e41c2
10-11-08:21:02.974;miner3;6;4;4a865d…6e41c2
10-11-08:21:11.250;miner3;4;5;66700f…1f6699
10-11-08:21:11.250;miner3;7;5;66700f…1f6699
10-11-08:21:11.363;miner3;2;-1;66700f…1f6699
10-11-08:21:11.363;miner3;3;5;66700f…1f6699
10-11-08:21:11.394;miner3;3;5;66700f…1f6699
10-11-08:21:11.446;miner3;4;5;66700f…1f6699
10-11-08:21:11.470;miner3;5;-1;66700f…1f6699
10-11-08:21:11.471;miner3;6;5;66700f…1f6699
10-11-08:21:11.483;miner3;4;5;66700f…1f6699
10-11-08:21:11.490;miner3;6;5;66700f…1f6699
10-11-08:21:11.490;miner3;6;5;66700f…1f6699
10-11-08:21:11.490;miner3;6;5;66700f…1f6699
10-11-08:21:11.490;miner3;6;5;66700f…1f6699
10-11-08:21:11.561;miner3;4;5;66700f…1f6699
10-11-08:21:11.586;miner3;4;5;66700f…1f6699
10-11-08:21:19.362;miner3;4;6;b787d0…ea4bc1
10-11-08:21:19.362;miner3;7;6;b787d0…ea4bc1
10-11-08:21:19.458;miner3;2;-1;b787d0…ea4bc1
10-11-08:21:19.459;miner3;3;6;b787d0…ea4bc1
10-11-08:21:19.645;miner3;5;-1;b787d0…ea4bc1
10-11-08:21:19.645;miner3;6;6;b787d0…ea4bc1
10-11-08:21:19.645;miner3;6;6;b787d0…ea4bc1
10-11-08:21:19.646;miner3;6;6;b787d0…ea4bc1
10-11-08:21:19.654;miner3;3;6;b787d0…ea4bc1
10-11-08:21:19.694;miner3;4;6;b787d0…ea4bc1
10-11-08:21:19.694;miner3;6;6;b787d0…ea4bc1
10-11-08:21:19.706;miner3;6;6;b787d0…ea4bc1
10-11-08:21:21.813;miner3;1;7;cb2072…f39b02
10-11-08:21:21.813;miner3;2;-1;cb2072…f39b02
10-11-08:21:21.814;miner3;5;-1;cb2072…f39b02
10-11-08:21:21.814;miner3;6;7;cb2072…f39b02
10-11-08:21:21.954;miner3;3;7;cb2072…f39b02
10-11-08:21:21.954;miner3;3;7;cb2072…f39b02
10-11-08:21:21.954;miner3;3;7;cb2072…f39b02
10-11-08:21:21.955;miner3;6;7;cb2072…f39b02
10-11-08:21:21.955;miner3;6;7;cb2072…f39b02
10-11-08:21:21.955;miner3;6;7;cb2072…f39b02
10-11-08:21:21.955;miner3;6;7;cb2072…f39b02
10-11-08:21:21.955;miner3;6;7;cb2072…f39b02
10-11-08:21:21.955;miner3;6;7;cb2072…f39b02
10-11-08:21:21.955;miner3;6;7;cb2072…f39b02
10-11-08:21:21.956;miner3;6;7;cb2072…f39b02
10-11-08:21:30.757;miner3;1;8;bd7c3e…9ae784
10-11-08:21:30.757;miner3;2;-1;bd7c3e…9ae784
10-11-08:21:30.757;miner3;5;-1;bd7c3e…9ae784
10-11-08:21:30.757;miner3;6;8;bd7c3e…9ae784
10-11-08:21:30.766;miner3;3;8;bd7c3e…9ae784
10-11-08:21:30.766;miner3;3;8;bd7c3e…9ae784
10-11-08:21:30.767;miner3;3;8;bd7c3e…9ae784
10-11-08:21:30.767;miner3;6;8;bd7c3e…9ae784
10-11-08:21:30.767;miner3;6;8;bd7c3e…9ae784
10-11-08:21:30.767;miner3;6;8;bd7c3e…9ae784
10-11-08:21:30.767;miner3;6;8;bd7c3e…9ae784
10-11-08:21:30.767;miner3;6;8;bd7c3e…9ae784
10-11-08:21:30.768;miner3;6;8;bd7c3e…9ae784
10-11-08:21:30.768;miner3;6;8;bd7c3e…9ae784
10-11-08:21:30.768;miner3;6;8;bd7c3e…9ae784
10-11-08:21:42.546;miner3;4;9;8124c5…d1cbb8
10-11-08:21:42.546;miner3;7;9;8124c5…d1cbb8
10-11-08:21:42.600;miner3;2;-1;8124c5…d1cbb8
10-11-08:21:42.601;miner3;3;9;8124c5…d1cbb8
10-11-08:21:42.667;miner3;3;9;8124c5…d1cbb8
10-11-08:21:42.668;miner3;5;-1;8124c5…d1cbb8
10-11-08:21:42.668;miner3;6;9;8124c5…d1cbb8
10-11-08:21:42.784;miner3;4;9;8124c5…d1cbb8
10-11-08:21:42.786;miner3;6;9;8124c5…d1cbb8
10-11-08:21:42.786;miner3;6;9;8124c5…d1cbb8
10-11-08:21:42.787;miner3;6;9;8124c5…d1cbb8
10-11-08:21:42.787;miner3;6;9;8124c5…d1cbb8
10-11-08:21:54.370;miner3;4;10;75d8ad…0f4a6c
10-11-08:21:54.370;miner3;7;10;75d8ad…0f4a6c
10-11-08:21:54.452;miner3;2;-1;75d8ad…0f4a6c
10-11-08:21:54.452;miner3;3;10;75d8ad…0f4a6c
10-11-08:21:54.754;miner3;3;10;75d8ad…0f4a6c
10-11-08:21:54.754;miner3;3;10;75d8ad…0f4a6c
10-11-08:21:54.773;miner3;5;-1;75d8ad…0f4a6c
10-11-08:21:54.773;miner3;6;10;75d8ad…0f4a6c
10-11-08:21:54.868;miner3;6;10;75d8ad…0f4a6c
10-11-08:22:03.174;miner3;4;11;415516…21fd4d
10-11-08:22:03.174;miner3;7;11;415516…21fd4d
10-11-08:22:03.248;miner3;2;-1;415516…21fd4d
10-11-08:22:03.248;miner3;3;11;415516…21fd4d
10-11-08:22:03.350;miner3;3;11;415516…21fd4d
10-11-08:22:03.399;miner3;5;-1;415516…21fd4d
10-11-08:22:03.400;miner3;6;11;415516…21fd4d
10-11-08:22:03.446;miner3;4;11;415516…21fd4d
10-11-08:22:03.474;miner3;4;11;415516…21fd4d
10-11-08:22:03.654;miner3;6;11;415516…21fd4d
10-11-08:22:03.654;miner3;6;11;415516…21fd4d
10-11-08:22:03.654;miner3;6;11;415516…21fd4d
10-11-08:22:03.654;miner3;6;11;415516…21fd4d
10-11-08:22:04.070;miner3;4;12;df3cab…fce594
10-11-08:22:04.070;miner3;7;12;df3cab…fce594
10-11-08:22:04.184;miner3;2;-1;df3cab…fce594
10-11-08:22:04.185;miner3;3;12;df3cab…fce594
10-11-08:22:04.262;miner3;3;12;df3cab…fce594
10-11-08:22:04.262;miner3;3;12;df3cab…fce594
10-11-08:22:04.273;miner3;5;-1;df3cab…fce594
10-11-08:22:04.273;miner3;6;12;df3cab…fce594
10-11-08:22:04.374;miner3;4;12;df3cab…fce594
10-11-08:22:04.470;miner3;6;12;df3cab…fce594
10-11-08:22:04.470;miner3;6;12;df3cab…fce594
10-11-08:22:04.470;miner3;6;12;df3cab…fce594
10-11-08:22:04.470;miner3;6;12;df3cab…fce594
10-11-08:22:06.370;miner3;4;13;199999…20bbc9
10-11-08:22:06.370;miner3;7;13;199999…20bbc9
10-11-08:22:06.446;miner3;2;-1;199999…20bbc9
10-11-08:22:06.446;miner3;3;13;199999…20bbc9
10-11-08:22:06.484;miner3;3;13;199999…20bbc9
10-11-08:22:06.485;miner3;5;-1;199999…20bbc9
10-11-08:22:06.485;miner3;6;13;199999…20bbc9
10-11-08:22:06.562;miner3;6;13;199999…20bbc9
10-11-08:22:06.562;miner3;6;13;199999…20bbc9
10-11-08:22:06.562;miner3;6;13;199999…20bbc9
10-11-08:22:06.563;miner3;4;13;199999…20bbc9
10-11-08:22:58.958;miner3;4;14;277d7a…d1724e
10-11-08:22:58.958;miner3;7;14;277d7a…d1724e
10-11-08:22:59.087;miner3;2;-1;277d7a…d1724e
10-11-08:22:59.087;miner3;3;14;277d7a…d1724e
10-11-08:22:59.173;miner3;3;14;277d7a…d1724e
10-11-08:22:59.251;miner3;5;-1;277d7a…d1724e
10-11-08:22:59.251;miner3;6;14;277d7a…d1724e
10-11-08:22:59.546;miner3;6;14;277d7a…d1724e
10-11-08:22:59.546;miner3;6;14;277d7a…d1724e
10-11-08:22:59.546;miner3;6;14;277d7a…d1724e
10-11-08:22:59.547;miner3;6;14;277d7a…d1724e
10-11-08:22:59.547;miner3;4;14;277d7a…d1724e
10-11-08:22:59.558;miner3;4;14;277d7a…d1724e
10-11-08:23:05.554;miner3;4;15;95e1d9…87495c
10-11-08:23:05.554;miner3;7;15;95e1d9…87495c
10-11-08:23:05.651;miner3;2;-1;95e1d9…87495c
10-11-08:23:05.652;miner3;3;15;95e1d9…87495c
10-11-08:23:05.708;miner3;3;15;95e1d9…87495c
10-11-08:23:05.708;miner3;3;15;95e1d9…87495c
10-11-08:23:05.709;miner3;5;-1;95e1d9…87495c
10-11-08:23:05.742;miner3;6;15;95e1d9…87495c
10-11-08:23:05.747;miner3;4;15;95e1d9…87495c
10-11-08:23:05.766;miner3;6;15;95e1d9…87495c
10-11-08:23:05.766;miner3;6;15;95e1d9…87495c
10-11-08:23:05.766;miner3;6;15;95e1d9…87495c
10-11-08:23:05.766;miner3;6;15;95e1d9…87495c
10-11-08:23:05.767;miner3;6;15;95e1d9…87495c
10-11-08:23:12.602;miner3;4;16;6016eb…3535b1
10-11-08:23:12.602;miner3;7;16;6016eb…3535b1
10-11-08:23:12.762;miner3;2;-1;6016eb…3535b1
10-11-08:23:12.762;miner3;3;16;6016eb…3535b1
10-11-08:23:12.784;miner3;3;16;6016eb…3535b1
10-11-08:23:12.785;miner3;5;-1;6016eb…3535b1
10-11-08:23:12.785;miner3;6;16;6016eb…3535b1
10-11-08:23:12.950;miner3;4;16;6016eb…3535b1
10-11-08:23:12.950;miner3;4;16;6016eb…3535b1
10-11-08:23:13.058;miner3;6;16;6016eb…3535b1
10-11-08:23:13.058;miner3;6;16;6016eb…3535b1
10-11-08:23:13.058;miner3;6;16;6016eb…3535b1
10-11-08:23:13.058;miner3;6;16;6016eb…3535b1
10-11-08:23:13.142;miner3;6;16;6016eb…3535b1
10-11-08:23:23.282;miner3;4;17;8920d3…c8b66c
10-11-08:23:23.282;miner3;7;17;8920d3…c8b66c
10-11-08:23:23.347;miner3;2;-1;8920d3…c8b66c
10-11-08:23:23.348;miner3;3;17;8920d3…c8b66c
10-11-08:23:23.394;miner3;3;17;8920d3…c8b66c
10-11-08:23:23.394;miner3;3;17;8920d3…c8b66c
10-11-08:23:23.482;miner3;5;-1;8920d3…c8b66c
10-11-08:23:23.482;miner3;6;17;8920d3…c8b66c
10-11-08:23:23.606;miner3;4;17;8920d3…c8b66c
10-11-08:23:23.606;miner3;4;17;8920d3…c8b66c
10-11-08:23:23.607;miner3;4;17;8920d3…c8b66c
10-11-08:23:23.662;miner3;6;17;8920d3…c8b66c
10-11-08:23:23.662;miner3;6;17;8920d3…c8b66c
10-11-08:23:23.662;miner3;6;17;8920d3…c8b66c
10-11-08:23:23.668;miner3;6;17;8920d3…c8b66c
10-11-08:23:23.668;miner3;6;17;8920d3…c8b66c
10-11-08:23:23.669;miner3;6;17;8920d3…c8b66c
10-11-08:23:23.669;miner3;6;17;8920d3…c8b66c
10-11-08:23:23.694;miner3;4;17;8920d3…c8b66c
10-11-08:23:24.662;miner3;4;18;722214…fd9f87
10-11-08:23:24.662;miner3;7;18;722214…fd9f87
10-11-08:23:24.699;miner3;2;-1;722214…fd9f87
10-11-08:23:24.700;miner3;3;18;722214…fd9f87
10-11-08:23:24.791;miner3;3;18;722214…fd9f87
10-11-08:23:24.793;miner3;5;-1;722214…fd9f87
10-11-08:23:24.794;miner3;6;18;722214…fd9f87
10-11-08:23:24.861;miner3;3;18;722214…fd9f87
10-11-08:23:25.002;miner3;6;18;722214…fd9f87
10-11-08:23:25.002;miner3;6;18;722214…fd9f87
10-11-08:23:25.002;miner3;6;18;722214…fd9f87
10-11-08:23:26.354;miner3;4;19;d07531…bc5847
10-11-08:23:26.354;miner3;7;19;d07531…bc5847
10-11-08:23:26.386;miner3;2;-1;d07531…bc5847
10-11-08:23:26.386;miner3;3;19;d07531…bc5847
10-11-08:23:26.464;miner3;3;19;d07531…bc5847
10-11-08:23:26.464;miner3;3;19;d07531…bc5847
10-11-08:23:26.465;miner3;5;-1;d07531…bc5847
10-11-08:23:26.465;miner3;6;19;d07531…bc5847
10-11-08:23:26.546;miner3;4;19;d07531…bc5847
10-11-08:23:26.562;miner3;6;19;d07531…bc5847
10-11-08:23:26.562;miner3;6;19;d07531…bc5847
10-11-08:23:26.562;miner3;6;19;d07531…bc5847
10-11-08:23:26.563;miner3;6;19;d07531…bc5847
10-11-08:23:26.563;miner3;6;19;d07531…bc5847
10-11-08:23:26.563;miner3;6;19;d07531…bc5847
10-11-08:23:26.563;miner3;6;19;d07531…bc5847
